Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0000042	"CBR03343, CBR16592, CBR16639, CBR16640, CBR19240"	"CNI20613, CNI20614, CNI21586, CNI21696, CNI21697, CNI21698, CNI21699, CNI21700, CNI21701, CNI21702, CNI21703, CNI21704, CNI21705, CNI21706, CNI21707, CNI21715, CNI21716, CNI21717, CNI21718, CNI21785, CNI21786, CNI21787, CNI21788, CNI25949"	
OG0000043	"CBR00106, CBR00111, CBR00150, CBR00369, CBR00616, CBR02284, CBR02352, CBR03371, CBR03405, CBR03561, CBR04937, CBR05938, CBR08600, CBR08628, CBR09138, CBR11967, CBR12032, CBR12113, CBR12396, CBR12863, CBR12950, CBR13488, CBR13764, CBR13989, CBR14061, CBR14376, CBR14491, CBR15722, CBR15925, CBR16388, CBR18540, CBR19138, CBR19490"		
OG0000044	"CBR16646, CBR16788, CBR16789, CBR20621"	"CNI17981, CNI21893, CNI21895, CNI22008, CNI22064, CNI22065, CNI22116, CNI22118, CNI22119, CNI22120, CNI22121, CNI22122, CNI22123, CNI22125, CNI22126, CNI22129, CNI22167"	
OG0000045	"CBR06947, CBR06948, CBR06949, CBR07259, CBR07287"	"CNI09405, CNI09406, CNI09407, CNI09409, CNI09412, CNI09413, CNI09414, CNI09415, CNI09417, CNI09418, CNI09420, CNI09421, CNI09422, CNI09424, CNI09425, CNI09426, CNI09794, CNI09834, CNI09835, CNI09836, CNI09837, CNI09839, CNI09840, CNI09841, CNI09842, CNI09894, CNI09964"	
OG0000046	"CBR03163, CBR05543, CBR06945, CBR07302, CBR07434, CBR10236, CBR10729, CBR11631, CBR12454, CBR13597, CBR13986, CBR14614, CBR14994"	"CNI01066, CNI07335, CNI08168, CNI17075, CNI17661, CNI17992, CNI22124, CNI25156, CNI25182, CNI26279, CNI27397, CNI28448"	
OG0000047	CBR05953	"CNI05029, CNI06785, CNI07089, CNI07090, CNI07091, CNI07092, CNI07093, CNI07094, CNI07097, CNI07098, CNI07099, CNI07100, CNI07101, CNI07825, CNI07826, CNI07827, CNI07977"	"WBGene00009247, WBGene00015012, WBGene00015014, WBGene00015015, WBGene00015590, WBGene00015595, WBGene00017405, WBGene00018223, WBGene00018442, WBGene00018665, WBGene00018667, WBGene00018668, WBGene00019132, WBGene00019138, WBGene00019139, WBGene00019140, WBGene00019141, WBGene00020073, WBGene00020329, WBGene00021725, WBGene00021726, WBGene00021727"
OG0000048	"CBR05952, CBR12766, CBR12767, CBR12768, CBR12771, CBR12772, CBR14154"	"CNI07719, CNI16792, CNI16793, CNI16794, CNI16798, CNI16799, CNI16802, CNI16803, CNI16804, CNI16805, CNI16806, CNI16807, CNI16810, CNI17239, CNI17240, CNI18671"	"WBGene00008473, WBGene00009613, WBGene00011786, WBGene00014184, WBGene00015984, WBGene00019736, WBGene00050875"
OG0000049	"CBR01217, CBR10689, CBR10721, CBR10881, CBR12891, CBR12900, CBR14713, CBR14717, CBR14722, CBR15886"	"CNI01334, CNI01534, CNI14101, CNI14127, CNI17015, CNI19344, CNI19347, CNI19352, CNI20634"	"WBGene00001878, WBGene00001882, WBGene00001885, WBGene00001889, WBGene00001894, WBGene00001896, WBGene00001903, WBGene00001908, WBGene00001915, WBGene00001918, WBGene00001922, WBGene00001926, WBGene00001928, WBGene00001932, WBGene00001936, WBGene00001940"
OG0000050	"CBR19520, CBR19521, CBR21138"	"CNI06979, CNI09084, CNI09251, CNI09463, CNI09924, CNI11850, CNI11851, CNI13260, CNI18256, CNI18363, CNI18426, CNI18663, CNI21276, CNI22401, CNI23565, CNI24563, CNI25059, CNI25230, CNI25608, CNI27669, CNI28062, CNI28474, CNI28477, CNI28479, CNI28554"	
OG0000051	"CBR01026, CBR10687, CBR10723, CBR10880, CBR12894, CBR12897, CBR14715, CBR14720, CBR15888"	"CNI01337, CNI01616, CNI14099, CNI14135, CNI14293, CNI17018, CNI17024, CNI19345, CNI19350, CNI20636"	"WBGene00001875, WBGene00001879, WBGene00001884, WBGene00001888, WBGene00001892, WBGene00001900, WBGene00001902, WBGene00001905, WBGene00001911, WBGene00001912, WBGene00001920, WBGene00001924, WBGene00001930, WBGene00001934, WBGene00001938, WBGene00001941"
OG0000052	"CBR03327, CBR03333"	"CNI04354, CNI04355, CNI04356, CNI04357, CNI04358, CNI04359, CNI04364, CNI04365, CNI04366, CNI04367, CNI04368, CNI04369, CNI04370, CNI04371, CNI04372, CNI04373, CNI05117"	WBGene00015818
OG0000053	"CBR16731, CBR18120, CBR20606, CBR20884, CBR21004"	"CNI02756, CNI04732, CNI11832, CNI13308, CNI13359, CNI13832, CNI15803, CNI17831, CNI21863, CNI25194, CNI25199, CNI27016, CNI28382, CNI28393"	WBGene00013762
OG0000054	"CBR00140, CBR00141"	"CNI00274, CNI00275, CNI00276, CNI00277, CNI00278, CNI00279, CNI00280, CNI00281, CNI00282, CNI00283, CNI00502, CNI01705, CNI01707, CNI13231"	
OG0000055	CBR13805	"CNI07927, CNI07928, CNI07949, CNI08064, CNI08065, CNI08066, CNI08068, CNI08069, CNI08071, CNI08072, CNI08073, CNI08075, CNI08077, CNI08081, CNI08082, CNI08083"	"WBGene00022571, WBGene00022574, WBGene00022575"
OG0000056	CBR02627	"CNI03321, CNI03322, CNI03323, CNI03324, CNI03325, CNI03326, CNI03327, CNI03328, CNI03329, CNI03330, CNI03331, CNI03332, CNI03333, CNI03334, CNI03335, CNI03337, CNI03339, CNI03340"	
OG0000057	"CBR03679, CBR17620, CBR17652, CBR17654"	"CNI04708, CNI04775, CNI04776, CNI04777, CNI04810, CNI04811, CNI04815, CNI04894, CNI04896, CNI04897, CNI04898, CNI04899, CNI04901, CNI04902, CNI23503, CNI23505, CNI23510, CNI23514, CNI23520"	
OG0000058	"CBR03589, CBR05598, CBR06343, CBR09560, CBR10188, CBR11116, CBR13849, CBR13879, CBR14035, CBR14517, CBR16391, CBR18609, CBR18675, CBR18714, CBR18794, CBR19655, CBR19794, CBR20198, CBR20831"	"CNI13617, CNI13701, CNI18220, CNI19783, CNI28160"	
OG0000059	"CBR06903, CBR06904, CBR06905, CBR06907, CBR06908, CBR06910"	"CNI09297, CNI09341, CNI09342, CNI09344, CNI09345, CNI09346, CNI09348, CNI09349, CNI09350, CNI09351, CNI09353, CNI09466, CNI09467"	
OG0000060	"CBR13392, CBR13398, CBR13400, CBR13401, CBR13403, CBR13404"	"CNI17630, CNI17631, CNI17632, CNI17633, CNI17634, CNI17635, CNI17636, CNI17637, CNI17638, CNI17639, CNI17641, CNI17642, CNI17643"	WBGene00005818
OG0000061	"CBR17862, CBR17883, CBR17884, CBR17885, CBR17886"	"CNI03530, CNI23810, CNI23811, CNI23812, CNI23813, CNI23814, CNI23815, CNI23816, CNI23819, CNI23820, CNI23823, CNI23824, CNI23845, CNI23846, CNI23847, CNI23848, CNI23849, CNI23850, CNI23851, CNI24902, CNI28616, CNI28617"	
OG0000062		"CNI04411, CNI04417, CNI04418, CNI04419, CNI04469, CNI04483, CNI04484, CNI04485, CNI04486, CNI04487, CNI04489, CNI04490, CNI04491, CNI04492, CNI04493, CNI04494, CNI04495, CNI04496, CNI04537, CNI04538, CNI06140"	
OG0000063	"CBR05819, CBR19694, CBR20264"	"CNI06970, CNI06971, CNI06972, CNI06973, CNI06974, CNI06976, CNI06977, CNI06981, CNI06982, CNI06983, CNI06984, CNI06985, CNI06986, CNI06987, CNI06988, CNI06989, CNI06990, CNI06991, CNI06994, CNI26459, CNI27211"	
OG0000064		"CNI00397, CNI00398, CNI00399, CNI16800, CNI16801, CNI23541, CNI27877, CNI27878"	
OG0000065	"CBR02156, CBR02330, CBR02332, CBR02393, CBR20876, CBR20960"	"CNI02521, CNI02829, CNI02830, CNI02920, CNI02921, CNI26820, CNI28083, CNI28089, CNI28093, CNI28095, CNI28208"	
OG0000066	"CBR12707, CBR19552, CBR20001, CBR20268"	"CNI16737, CNI26278, CNI26723, CNI26725, CNI26830, CNI26834, CNI26970, CNI26973, CNI26983, CNI27213, CNI27214, CNI27217, CNI27218"	"WBGene00009087, WBGene00010262, WBGene00015322, WBGene00015325, WBGene00018258"
OG0000067	"CBR00437, CBR00462, CBR00472"	"CNI00636, CNI00637, CNI00638, CNI00683, CNI00689, CNI00704, CNI00705, CNI00706, CNI00707, CNI00709, CNI00710, CNI00711, CNI00712, CNI00713, CNI00746, CNI00856, CNI01586, CNI01587, CNI09665, CNI14799"	
OG0000068	"CBR02556, CBR03255, CBR06206, CBR07709, CBR08980, CBR09703, CBR10137, CBR10139, CBR12265, CBR14043, CBR14044, CBR14045, CBR16425, CBR18410, CBR18952, CBR19956"	"CNI11758, CNI24868, CNI25582"	
OG0000069	"CBR02220, CBR04009, CBR04142, CBR05976, CBR06954, CBR07239, CBR08540, CBR09917, CBR09992, CBR10583, CBR10616, CBR12096, CBR12136, CBR12347, CBR13382, CBR14393, CBR18462, CBR20893, CBR20932, CBR21013, CBR21126"		
OG0000070	CBR02645	"CNI03398, CNI03399, CNI03400, CNI03404, CNI03405, CNI03406, CNI03407, CNI03458, CNI03459, CNI03463, CNI03464, CNI03465, CNI03466"	WBGene00022318
OG0000071	"CBR21028, CBR21029, CBR21030, CBR21031, CBR21033, CBR21035, CBR21038"	"CNI28306, CNI28307, CNI28309, CNI28310, CNI28311, CNI28313, CNI28315, CNI28316, CNI28318, CNI28320, CNI28322, CNI28324, CNI28326"	
OG0000072	"CBR13614, CBR13666, CBR13728, CBR13729, CBR13731, CBR13732"	"CNI18023, CNI18111, CNI18112, CNI18113, CNI18116, CNI18117, CNI18118, CNI18119, CNI18120"	"WBGene00015040, WBGene00015041, WBGene00015042, WBGene00015043, WBGene00015044, WBGene00015045"
OG0000073	"CBR05855, CBR06160, CBR06174, CBR09114, CBR09664, CBR11938, CBR13078, CBR13428, CBR13584, CBR14341, CBR14418, CBR20186"	"CNI13843, CNI15498, CNI16494, CNI18444, CNI20756, CNI21213, CNI25284, CNI27683"	
OG0000074	"CBR09485, CBR09812, CBR10252, CBR13866, CBR13870, CBR13871, CBR13884, CBR13981, CBR14156, CBR14438, CBR14439, CBR16293, CBR16520, CBR16685, CBR18529, CBR18572, CBR20283"	"CNI00022, CNI00023, CNI02779, CNI17788, CNI28628"	
OG0000075	"CBR00005, CBR00006, CBR02565, CBR02652, CBR02748, CBR05912, CBR05973, CBR05979, CBR08004, CBR09721, CBR10359, CBR13552, CBR16432, CBR16678, CBR16753, CBR16756, CBR17054, CBR20325, CBR20611, CBR20878, CBR21149, CBR21205"	CNI09983	
OG0000076	CBR18546	"CNI24823, CNI24907, CNI24908, CNI24910, CNI24925, CNI24930, CNI24934, CNI24938, CNI24941, CNI27047, CNI27048, CNI27049, CNI27052, CNI27056, CNI27058, CNI27059, CNI28468"	"WBGene00008464, WBGene00010555, WBGene00018202"
OG0000077		"CNI00035, CNI21618, CNI21628, CNI21629, CNI21630, CNI21633, CNI21634, CNI21669, CNI22178, CNI22221, CNI22276, CNI22367, CNI22370, CNI22398"	
OG0000078	"CBR06074, CBR06075, CBR06078, CBR06079, CBR06081"	"CNI08096, CNI08102, CNI08113, CNI08114, CNI08116, CNI08121"	
OG0000079	"CBR02698, CBR03294, CBR04687, CBR06880, CBR06924, CBR08621, CBR08642, CBR09427, CBR10034, CBR10246, CBR11888, CBR13212, CBR16365, CBR16718, CBR19320, CBR20065, CBR20403"		
OG0000080	"CBR01046, CBR01693, CBR03352, CBR05984, CBR06309, CBR07782, CBR08060, CBR08495, CBR08848, CBR09453, CBR10002, CBR10155, CBR10611, CBR11588, CBR14876, CBR16616, CBR18497"	CNI18740	
OG0000081	"CBR00051, CBR00052, CBR00053"	"CNI00435, CNI00436, CNI00437, CNI00438, CNI00439, CNI00440, CNI00441, CNI00442, CNI00443, CNI00444, CNI00445, CNI00446, CNI00447, CNI00448, CNI00449, CNI00450, CNI00451, CNI00452"	
OG0000082	"CBR16492, CBR16493, CBR16495, CBR16496"	"CNI21405, CNI21407, CNI21408, CNI21409, CNI21410, CNI21411, CNI21413, CNI21414, CNI21415, CNI21416, CNI21417, CNI21418"	
OG0000083	CBR16598	"CNI06044, CNI06825, CNI06826, CNI07121, CNI07820, CNI07821, CNI07829, CNI09437, CNI11310, CNI11328, CNI21625"	
OG0000084		"CNI07737, CNI07837, CNI07838, CNI07839, CNI07840, CNI07841, CNI07842, CNI07843, CNI07844, CNI07845, CNI07846, CNI07847, CNI07848, CNI07849, CNI07850, CNI07851, CNI07852"	
OG0000085	"CBR02833, CBR02834"	"CNI03713, CNI03714, CNI03715, CNI03716, CNI03717, CNI03718, CNI03719, CNI03720, CNI03721, CNI03727"	
OG0000086	"CBR06790, CBR07604, CBR13980, CBR17424, CBR20038, CBR20144, CBR20897, CBR21023, CBR21024, CBR21102"	"CNI06993, CNI09671, CNI09672, CNI12020, CNI15648, CNI17144, CNI17809, CNI22554, CNI26793"	
OG0000087	"CBR11987, CBR11989, CBR12046"	"CNI15604, CNI15608, CNI15610, CNI15611, CNI15615, CNI15617, CNI15619, CNI15623, CNI15624, CNI15730, CNI15736, CNI15738, CNI15740"	WBGene00001956
OG0000088	"CBR16736, CBR16737"	"CNI21981, CNI21984, CNI21985, CNI21986, CNI21989, CNI21990, CNI21991, CNI21992, CNI21993, CNI21994, CNI21995, CNI21996"	
OG0000089	"CBR00002, CBR00003, CBR02566, CBR02653, CBR04490, CBR05911, CBR05980, CBR08003, CBR09719, CBR16430, CBR16677, CBR16775, CBR16777, CBR20324, CBR20610, CBR20879"	CNI18436	
OG0000090	"CBR00030, CBR05410, CBR05413, CBR06801, CBR07956, CBR09385, CBR13018, CBR16443, CBR18043, CBR18160, CBR19458, CBR20677"	CNI15675	
OG0000091	"CBR05361, CBR06049, CBR06120, CBR08836, CBR09546"	"CNI04228, CNI06759, CNI07165, CNI08019, CNI08021, CNI08023, CNI12647, CNI12919, CNI12924, CNI12927, CNI15650"	"WBGene00017182, WBGene00022438, WBGene00022446"
OG0000092	"CBR10865, CBR12310"	"CNI04381, CNI04382, CNI04383, CNI14279, CNI14280, CNI14733, CNI14737, CNI16240, CNI16241, CNI16243, CNI16244, CNI16245, CNI16468, CNI16469"	
OG0000093	"CBR17919, CBR17922, CBR17925, CBR17926, CBR18082"	"CNI23915, CNI23920, CNI23925, CNI23927, CNI23928, CNI23930, CNI23932, CNI23933, CNI23934, CNI23935, CNI23936, CNI24142"	
OG0000094	"CBR02418, CBR10497"	"CNI02955, CNI03772, CNI03865, CNI03867, CNI03868, CNI03869, CNI03870, CNI03876, CNI04206, CNI13610, CNI13898, CNI13976, CNI15714"	
OG0000095	"CBR16763, CBR16765, CBR16769"	"CNI22063, CNI22072, CNI22073, CNI22077, CNI22079, CNI22080, CNI22081, CNI22082, CNI22083, CNI22084, CNI22085, CNI22107, CNI22108, CNI22109, CNI22111, CNI22112, CNI22113, CNI22114"	
OG0000096	"CBR00625, CBR02595, CBR02647, CBR03776, CBR05266, CBR05767, CBR06778, CBR07419, CBR09150, CBR10200, CBR10346, CBR10374, CBR17216, CBR20608"	"CNI13363, CNI18155"	
OG0000097	"CBR16748, CBR16749, CBR16750, CBR16751"	"CNI22027, CNI22028, CNI22029, CNI22030, CNI22031, CNI22032, CNI22033, CNI22034"	
OG0000098	CBR21117	"CNI04806, CNI07236, CNI13038, CNI13445, CNI18568, CNI23571, CNI25079, CNI25103, CNI27456"	
OG0000099	"CBR09927, CBR09928, CBR10325, CBR10326, CBR10327"	"CNI04890, CNI13258, CNI13259, CNI13699, CNI13700, CNI13705, CNI13707, CNI27667, CNI28555, CNI28556"	
OG0000100	"CBR07085, CBR07133, CBR07143, CBR07145, CBR07146, CBR18341"	"CNI09617, CNI09680, CNI09691, CNI09693, CNI09759, CNI24439, CNI24454"	WBGene00006547
OG0000101	"CBR03740, CBR03741, CBR03742, CBR03743, CBR03748, CBR03774, CBR03808, CBR03809"	"CNI05012, CNI05013, CNI05014, CNI05015, CNI05016, CNI05017, CNI05022, CNI05090, CNI05091"	
OG0000102	"CBR05608, CBR05609, CBR05611, CBR18406, CBR18407, CBR20445"	"CNI07205, CNI07206, CNI07208, CNI24514, CNI24515, CNI24520, CNI24531, CNI24544, CNI24560, CNI27453, CNI27455, CNI27457"	
OG0000103	"CBR05584, CBR05805, CBR06738, CBR08578, CBR08602, CBR09893, CBR10422, CBR12026, CBR13027, CBR14246, CBR15424, CBR20813"	"CNI01564, CNI02662, CNI07077, CNI08287, CNI15517, CNI22910, CNI24724"	
OG0000104	"CBR07126, CBR11998, CBR18548, CBR18635, CBR19279"	"CNI02755, CNI04733, CNI13309, CNI13360, CNI13833, CNI15802, CNI18413, CNI21862, CNI27015"	WBGene00206530
OG0000105	"CBR00097, CBR00098"	"CNI00344, CNI00345, CNI00348, CNI00349, CNI00350, CNI00351, CNI00352, CNI00353, CNI00354"	
OG0000106	"CBR05312, CBR05314, CBR07593, CBR08329, CBR08378, CBR08379, CBR08454"	"CNI06701, CNI06702, CNI07319, CNI10160, CNI10910, CNI10962, CNI11047, CNI11049"	"WBGene00012841, WBGene00012844, WBGene00013254"
OG0000107	"CBR02098, CBR02194, CBR02269, CBR02280, CBR02297, CBR02299"	"CNI02446, CNI02459, CNI02611, CNI02612, CNI02693, CNI02696, CNI02706, CNI02729, CNI02731"	WBGene00010142
OG0000108	"CBR16367, CBR16369, CBR16370"	"CNI21192, CNI21193, CNI21194, CNI21195, CNI21196, CNI21197, CNI21198, CNI21199, CNI21200, CNI21201, CNI21202"	
OG0000109	"CBR02538, CBR18421, CBR18537"	"CNI03173, CNI03174, CNI03175, CNI03176, CNI24587, CNI24588, CNI24589, CNI24590, CNI24872, CNI24915"	
OG0000110	"CBR02564, CBR02651, CBR05913, CBR05972, CBR05978, CBR08005, CBR09722, CBR10360, CBR13551, CBR16433, CBR16679, CBR16752, CBR16755, CBR17053, CBR20326, CBR20877, CBR21150"	CNI18434	
OG0000111	CBR12127	"CNI15938, CNI15939, CNI15940, CNI15941, CNI15943, CNI15944, CNI15945, CNI15946, CNI15947, CNI15948, CNI15949, CNI15950"	"WBGene00008696, WBGene00008700, WBGene00008701, WBGene00008702, WBGene00008703, WBGene00009359, WBGene00012454, WBGene00044892"
OG0000112	"CBR05804, CBR05807, CBR05808, CBR05809, CBR05811, CBR05812"	"CNI07490, CNI07491, CNI07492, CNI07493, CNI07495, CNI07501, CNI07502"	WBGene00002115
OG0000113	"CBR09768, CBR13521, CBR13523, CBR13819"	"CNI17626, CNI17795, CNI17800, CNI17801, CNI17802, CNI17804, CNI17806, CNI17807, CNI17815, CNI17817, CNI18055"	
OG0000114	"CBR13672, CBR20321, CBR20327, CBR20329"	"CNI16589, CNI18033, CNI18273, CNI21061, CNI27280, CNI27281, CNI27282, CNI27283, CNI27284"	"WBGene00000373, WBGene00010705, WBGene00010706, WBGene00010707, WBGene00011009"
OG0000115	"CBR00888, CBR02255, CBR04186, CBR05762, CBR08494, CBR10910, CBR12328, CBR12329, CBR13641, CBR14008, CBR14146, CBR16368, CBR16597, CBR16792, CBR20451"	CNI05753	
OG0000116	CBR16799	"CNI22160, CNI22163, CNI22164, CNI22166, CNI22168, CNI22169, CNI22172, CNI22174, CNI22175, CNI22177"	
OG0000117	"CBR05720, CBR05721, CBR05722, CBR05723, CBR05724"	"CNI07370, CNI07371, CNI07372, CNI07373, CNI07374, CNI07375, CNI07376, CNI07705"	
OG0000118		"CNI07593, CNI07594, CNI08595, CNI08598, CNI11263, CNI11264, CNI15881, CNI15882, CNI21290, CNI21291, CNI21510, CNI26695, CNI26696"	WBGene00019593
OG0000119	"CBR00753, CBR01008, CBR02786, CBR06843, CBR07459, CBR18731"	"CNI01057, CNI01319, CNI03647, CNI09158, CNI10020, CNI25416"	"WBGene00003175, WBGene00006528, WBGene00006529, WBGene00006530, WBGene00006531, WBGene00006532, WBGene00006533, WBGene00006535"
OG0000120	"CBR09745, CBR09746, CBR09747"	"CNI12948, CNI12949, CNI12950, CNI12951, CNI12952, CNI12953, CNI12954, CNI12955, CNI12956"	
OG0000121	"CBR16566, CBR16568, CBR18573"	"CNI05708, CNI06021, CNI19391, CNI21508, CNI21535, CNI21537, CNI21538, CNI21539, CNI21541, CNI21543, CNI21544, CNI21566"	
OG0000122	"CBR03713, CBR03714, CBR09455, CBR09456, CBR19648, CBR19650, CBR20160"	"CNI09492, CNI12514, CNI16000, CNI16002, CNI26395, CNI26397, CNI27081, CNI27083, CNI27086"	WBGene00019584
OG0000123	"CBR19327, CBR19333, CBR19334, CBR19335, CBR19336, CBR19337"	"CNI26042, CNI26048, CNI26049, CNI26050, CNI26051, CNI26052"	"WBGene00000739, WBGene00000740, WBGene00000741, WBGene00000742, WBGene00000743, WBGene00000744, WBGene00000753"
OG0000124	"CBR16779, CBR16780, CBR16783"	"CNI22091, CNI22093, CNI22094"	
OG0000125	"CBR03449, CBR05941, CBR09941, CBR11850, CBR13505"	"CNI00112, CNI00679, CNI15747"	
OG0000126	CBR08565	"CNI09358, CNI09359, CNI09361, CNI09372, CNI09373, CNI09374, CNI09376, CNI09479, CNI10542, CNI11178"	
OG0000127		"CNI02543, CNI02544, CNI04676, CNI06749, CNI09469, CNI09471, CNI09679, CNI13358, CNI21437, CNI21439, CNI22199, CNI22651"	
OG0000128		"CNI21626, CNI21627, CNI21631, CNI21632, CNI21638, CNI21639, CNI22275, CNI22277, CNI22278, CNI22279"	
OG0000129	"CBR03643, CBR06154, CBR06173, CBR19319"	"CNI04843, CNI08297, CNI08324, CNI26032, CNI26033"	
OG0000130	CBR05605	"CNI03231, CNI03232, CNI04420, CNI04421, CNI04422, CNI04423, CNI04430, CNI07191, CNI07192, CNI07194, CNI07195, CNI07198, CNI07199"	
OG0000131	"CBR12035, CBR18080, CBR18081, CBR18119"	"CNI15699, CNI24130, CNI24140, CNI24141, CNI24192, CNI28623"	
OG0000132	"CBR16190, CBR16191, CBR16193, CBR16194, CBR16196, CBR16197"	"CNI20974, CNI20975, CNI20977, CNI20978, CNI20980, CNI20981"	"WBGene00044193, WBGene00044194, WBGene00219324"
OG0000133	CBR16798	"CNI22157, CNI22158, CNI22159, CNI22162, CNI22171, CNI22173, CNI22176, CNI22179, CNI22180, CNI22181, CNI22182, CNI22183, CNI22184, CNI22186"	
OG0000134		"CNI03360, CNI09285, CNI11190, CNI11511, CNI12653, CNI18638, CNI25581, CNI26446, CNI27495"	
OG0000135	"CBR09788, CBR09789, CBR20647"	"CNI13006, CNI13007, CNI13008, CNI13010, CNI13011, CNI13014, CNI13015, CNI13016, CNI13017, CNI13018, CNI13019, CNI13020, CNI13021"	
OG0000136	"CBR08605, CBR10304"	"CNI02767, CNI04707, CNI11237, CNI11238, CNI11240, CNI11241, CNI11243, CNI13954, CNI24857, CNI24858, CNI24859, CNI25486, CNI28561"	WBGene00012061
OG0000137		"CNI03243, CNI12398, CNI13288, CNI15999, CNI16517, CNI16783, CNI16852, CNI17178, CNI25161, CNI26419, CNI27802"	
OG0000138	"CBR00007, CBR02654, CBR05910, CBR05981, CBR08002, CBR09718, CBR16429, CBR16759, CBR16770, CBR16774, CBR20323, CBR20609, CBR20880"		
OG0000139	CBR21160	"CNI04569, CNI04570, CNI16016, CNI24899, CNI25002, CNI25003, CNI25226, CNI25227"	
OG0000140	"CBR05546, CBR05549"	"CNI06583, CNI06584, CNI06585, CNI06586, CNI07070, CNI07071, CNI07072, CNI07073, CNI07074, CNI07078, CNI07079, CNI07084, CNI07085, CNI07086"	"WBGene00012195, WBGene00012196"
OG0000141	"CBR13711, CBR13712, CBR13713, CBR13714, CBR13715"	"CNI18090, CNI18091, CNI18093, CNI18094, CNI18095"	WBGene00018190
OG0000142	"CBR00368, CBR02261, CBR05731, CBR08643, CBR09181, CBR09569, CBR12071, CBR13305, CBR15374, CBR21141"	CNI18443	
OG0000143	"CBR03434, CBR03829, CBR03830, CBR04637"	"CNI04544, CNI05113, CNI05115, CNI05116, CNI05937, CNI05938, CNI05957, CNI05958, CNI26174"	
OG0000144		"CNI04006, CNI13989, CNI14429, CNI15732, CNI28471"	
OG0000145	"CBR05073, CBR09888, CBR09949, CBR09995, CBR13635, CBR16211, CBR19738, CBR20002, CBR20392"	"CNI21493, CNI24879"	
OG0000146	"CBR16395, CBR16402, CBR16403, CBR16404, CBR16405, CBR16410"	"CNI21247, CNI21256, CNI21257, CNI21258, CNI21259, CNI21260"	"WBGene00008909, WBGene00009030"
OG0000147	"CBR02460, CBR05086, CBR05967, CBR06183, CBR08903, CBR09807, CBR12109, CBR13038, CBR13915, CBR14097, CBR20797"	"CNI08891, CNI16670, CNI16729, CNI16999, CNI18212, CNI22784"	
OG0000148	"CBR02497, CBR05064, CBR05131, CBR05136, CBR05766, CBR07926"	"CNI06427, CNI06496, CNI06501, CNI07425, CNI10502"	"WBGene00006038, WBGene00006039, WBGene00006040, WBGene00006044, WBGene00006047, WBGene00009680, WBGene00009682, WBGene00009684, WBGene00016447"
OG0000149	CBR05313	"CNI04808, CNI13036, CNI13443, CNI16886, CNI22540, CNI22543, CNI25077, CNI25104, CNI27692"	
OG0000150	"CBR06064, CBR06065"	"CNI08050, CNI08051, CNI08052, CNI08053, CNI08054, CNI08055, CNI08062, CNI08063"	
OG0000151	"CBR07943, CBR10875, CBR15801, CBR15802, CBR15803"	"CNI10522, CNI14285, CNI14288, CNI20544, CNI20545, CNI20546"	"WBGene00000599, WBGene00000700, WBGene00000701, WBGene00000717, WBGene00000718"
OG0000152	"CBR16206, CBR16207"	"CNI07473, CNI07709, CNI07855, CNI07863, CNI07864, CNI07866, CNI08000, CNI08001, CNI20991, CNI20993, CNI20996"	
OG0000153	"CBR18518, CBR18521, CBR19915"	"CNI24540, CNI24546, CNI24555, CNI24825, CNI24866, CNI25040, CNI26038, CNI26721, CNI26722, CNI26724, CNI26726, CNI26727"	
OG0000154	CBR18611	"CNI13002, CNI23550, CNI23917, CNI23922, CNI24009, CNI24010, CNI25196, CNI25201"	
OG0000155	"CBR16435, CBR16438, CBR16505, CBR16507"	"CNI21311, CNI21432, CNI21433"	
OG0000156	"CBR03674, CBR18596"	"CNI13503, CNI24745, CNI24750, CNI24752, CNI25144, CNI25147, CNI25148, CNI25186, CNI25188, CNI25256"	
OG0000157	"CBR05779, CBR05802, CBR05803, CBR20745, CBR20746"	"CNI07436, CNI07444, CNI07486, CNI07489, CNI27902, CNI27903"	"WBGene00010504, WBGene00020703"
